0.407988,0.0235499,-0.367208,0.530081,0.659088
0.407988,0.0235499,-0.367208,0.530081,0.659088
0.407988,0.0235499,-0.367208,0.418982,0.659088
0.407988,0.0235499,-0.367208,0.418982,0.513015
0.407988,0.408736,-0.367208,0.418982,0.513015
0.499583,0.408736,-0.367208,0.418982,0.513015
0.499583,0.408736,-0.367208,0.418982,0.510777
0.499583,0.408736,-0.367208,0.418982,0.510777
0.531776,0.408736,-0.367208,0.418982,0.510777
0.531776,0.171437,-0.367208,0.418982,0.510777
0.360092,0.171437,-0.367208,0.418982,0.510777
0.360092,0.171437,-0.342789,0.418982,0.510777
0.360092,0.171437,-0.342789,0.418982,0.437633
0.360092,0.171437,-0.298772,0.418982,0.437633
0.360092,0.171437,-0.298772,0.158996,0.437633
0.360092,0.171437,-0.298772,0.158996,0.536985
0.360092,0.171437,-0.298772,0.158996,0.359357
0.360092,0.171437,-0.298772,0.351441,0.359357
0.360092,-0.165442,-0.298772,0.351441,0.359357
0.360092,-0.165442,-0.298772,0.351441,0.364167
0.41113,-0.165442,-0.298772,0.351441,0.364167
0.41113,-0.165442,-0.298772,0.351441,0.289167
0.41113,-0.165442,-0.438887,0.351441,0.289167
0.41113,0.492819,-0.438887,0.351441,0.289167
0.41113,-0.10933,-0.438887,0.351441,0.289167
0.41113,-0.10933,-0.438887,0.351441,0.539519
0.428503,-0.10933,-0.438887,0.351441,0.539519
0.428503,-0.10933,-0.31867,0.351441,0.539519
0.428503,0.738789,-0.31867,0.351441,0.539519
0.428503,0.738789,-0.31867,0.351441,0.539519
0.428503,0.738789,-0.12808,0.351441,0.539519
0.428503,0.738789,-0.236986,0.351441,0.539519
0.428503,0.12117,-0.236986,0.351441,0.539519
0.428503,0.12117,-0.236986,0.351441,0.410448
0.428503,0.12117,-0.723947,0.351441,0.410448
0.428503,0.12117,-0.723947,0.285262,0.410448
0.428503,0.143018,-0.723947,0.285262,0.410448
0.428503,0.143018,-0.277327,0.285262,0.410448
0.428503,0.143018,-0.0926149,0.285262,0.410448
0.428503,0.143018,-0.0662829,0.285262,0.410448
0.556526,0.143018,-0.0662829,0.285262,0.410448
0.556526,0.143018,-0.0662829,0.285262,0.0718981
0.556526,0.143018,-0.827022,0.285262,0.0718981
0.556526,0.143018,-0.827022,0.285262,0.256992
0.556526,0.143018,-0.446322,0.285262,0.256992
